Normal Uniform Exponential
-0.650679811064239 0.39548427803482544 0.37565115426005036
-0.26242194097402016 0.8262784311353506 3.389946258819004
-0.9636023502757183 0.5483661648643136 3.0618033845098207
0.6684204442853644 0.4041201456932697 1.8970633175291667
-0.7760334185851124 0.782945727538261 1.9505821773273389
-0.2926665056030521 0.5279917372780377 2.6206671457271655
-0.9413025322137162 0.44033203896497863 1.271786988521721
0.05674949184598687 0.5839641924418806 0.013307900057920293
0.16117026189054348 0.7819343983421035 1.754915930998115
0.16710148665150382 0.6035098975329238 2.9351528984197515
-0.731999340905926 0.8014703481353938 0.35271027104616126
-1.9244832315166023 0.9653995769597548 0.03259816254877706
0.266929188860607 0.6259553170127828 1.356177956191853
0.9531835779878982 0.48802451167557737 3.5499743169581333
0.39146759550659443 0.25436965294743363 0.5333612108732599
0.6486049724122175 0.5030619332971327 1.1594109099681371
0.09989395665360129 0.2041730114047089 0.38131551431301214
0.5003915999016123 0.8599604200831241 0.653826847019421
-1.4487027574895597 0.2523522115564365 3.8374714490473707
-1.9739516922843061 0.04214847871031768 0.2311373826293209
0.9079484109020384 0.3215031236970143 0.1494662717151065
-0.3826625958438322 0.9742304907602257 7.54080520548512
-0.43504559529010345 0.8693094548886812 1.9659210883384202
-1.0654235978383573 0.8100246335286851 2.8205260989601304
0.9631987101118443 0.20290629296925766 0.009869615068177162
1.1269995161057382 0.1609635793985752 0.09383813508345562
0.40934682864671346 0.6516326678895228 0.19416307744977793
0.5177575250993467 0.12717479266646214 1.8080647979913125
-0.3040628128477599 0.33703592654664294 0.7853346633916749
0.45648298687309913 0.7331349043360648 2.2143447929185203
0.5544468530590119 0.5667660353164018 4.35254823443739
0.6657848475139513 0.31095734834168554 3.967055462528368
1.1572838364387845 0.12728773961602013 1.7056900764463594
0.4220326389529138 0.547011826478762 2.322326215981322
0.19967473477371567 0.46898086586218857 0.5770097811665631
0.6824450310470231 0.6106287482798693 0.2751331660986927
1.7004019675802815 0.737050700642897 0.9208583132481554
-2.2735132688231627 0.5179711251080314 1.0394669510528307
-0.579168383931323 0.9727385081948503 0.3872429341210281
