0.000000000000000000e+00,3.993428306022465346e+00
2.004008016032064049e-02,2.763551557978272122e+00
4.008016032064128098e-02,4.375537396842667626e+00
6.012024048096192147e-02,6.166300193777974670e+00
8.016032064128256196e-02,2.692013891835893347e+00
1.002004008016031955e-01,2.732126887704845242e+00
1.202404809619238429e-01,6.398906592938629956e+00
1.402805611222444904e-01,4.815430580550306594e+00
1.603206412825651239e-01,2.381692510695225806e+00
1.803607214428857575e-01,4.445841530057700552e+00
2.004008016032063910e-01,2.473966217581488269e+00
2.204408817635270523e-01,2.509422256386540262e+00
2.404809619238476859e-01,3.964886466979763657e+00
2.605210420841683194e-01,-3.055184051472590312e-01
2.805611222444889807e-01,1.112865794629125382e-01
3.006012024048095865e-01,2.476627346327673784e+00
3.206412825651302478e-01,1.615620324461412682e+00
3.406813627254509091e-01,4.309857390641449904e+00
3.607214428857715149e-01,1.905394734729121131e+00
3.807615230460921762e-01,9.369156434216012741e-01
4.008016032064127820e-01,6.732900744255934100e+00
4.208416833667334433e-01,3.390130765760395626e+00
4.408817635270541047e-01,4.016819936429955717e+00
4.609218436873747105e-01,1.072347314947835972e+00
4.809619238476953718e-01,2.873158398645025535e+00
5.010020040080159776e-01,4.223849187435764208e+00
5.210420841683366389e-01,1.740097013492067912e+00
5.410821643286573002e-01,4.833560365348658294e+00
5.611222444889779615e-01,2.920967109140346185e+00
5.811623246492986228e-01,3.578937149712043464e+00
6.012024048096191731e-01,2.998991585160444728e+00
6.212424849699398344e-01,7.947041338957754775e+00
6.412825651302604957e-01,4.255570680784652282e+00
6.613226452905811570e-01,2.207223432669361607e+00
6.813627254509018183e-01,6.007815275108182362e+00
7.014028056112223686e-01,1.961118311280400484e+00
7.214428857715430299e-01,4.860612961552596367e+00
7.414829659318636912e-01,5.636256841041764609e-01
7.615230460921843525e-01,1.866673994387507474e+00
7.815631262525050138e-01,4.956848724243257287e+00
8.016032064128255641e-01,6.080139572816472437e+00
8.216432865731462254e-01,4.986023135526234107e+00
8.416833667334668867e-01,4.452070168690452689e+00
8.617234468937875480e-01,4.121239502608997185e+00
8.817635270541082093e-01,1.806483073373361670e+00
9.018036072144288706e-01,3.363918797639440683e+00
9.218436873747494209e-01,3.922409832829924170e+00
9.418837675350700822e-01,6.998011987507971376e+00
9.619238476953907435e-01,5.611084274527704530e+00
9.819639278557114048e-01,1.437847544985954684e+00
1.002004008016031955e+00,5.652175954821653470e+00
1.022044088176352616e+00,4.273923615520072161e+00
1.042084168336673278e+00,3.730324336061429769e+00
1.062124248496993939e+00,6.347601074675723432e+00
1.082164328657314600e+00,7.226327702306530654e+00
1.102204408817635262e+00,7.066969055867668104e+00
1.122244488977955923e+00,3.566053931510634989e+00
1.142284569138276584e+00,4.666144386574123892e+00
1.162324649298597246e+00,5.987176161404321739e+00
1.182364729458917685e+00,7.315819713162554194e+00
1.202404809619238346e+00,4.446461143547896455e+00
1.222444889779559007e+00,5.073571826231483506e+00
1.242484969939879669e+00,3.272299991867702929e+00
1.262525050100200330e+00,3.132636852039059505e+00
1.282565130260520991e+00,7.190181905309438015e+00
1.302605210420841653e+00,8.317690477983328279e+00
1.322645290581162314e+00,5.501270338001656768e+00
1.342685370741482975e+00,7.692436537267014707e+00
1.362725450901803637e+00,6.448722951898875344e+00
1.382765531062124298e+00,4.475291552913999382e+00
1.402805611222444737e+00,6.528402433461717891e+00
1.422845691382765398e+00,8.921764515697468312e+00
1.442885771543086060e+00,5.814119464866268849e+00
1.462925851703406721e+00,9.055139015034825434e+00
1.482965931863727382e+00,7.264416555479664694e-01
1.503006012024048044e+00,7.649817032798543970e+00
1.523046092184368705e+00,6.220186320845079386e+00
1.543086172344689366e+00,5.488157643757643811e+00
1.563126252505010028e+00,6.309774058081025316e+00
1.583166332665330689e+00,2.191194836128875778e+00
1.603206412825651128e+00,5.767069049976278450e+00
1.623246492985971789e+00,6.960718128995436516e+00
1.643286573146292451e+00,9.242361235775616635e+00
1.663326653306613112e+00,5.290112870065931006e+00
1.683366733466933773e+00,4.749746261147492099e+00
1.703406813627254435e+00,5.403299540085436448e+00
1.723446893787575096e+00,8.277698022979297576e+00
1.743486973947895757e+00,7.144476167215159990e+00
1.763527054108216419e+00,5.467533700682355224e+00
1.783567134268537080e+00,7.593669134763787021e+00
1.803607214428857741e+00,6.801369527553796424e+00
1.823647294589178181e+00,8.584584570244134127e+00
1.843687374749498842e+00,5.283268561744293379e+00
1.863727454909819503e+00,6.072130616624102473e+00
1.883767535070140164e+00,5.983318763875964841e+00
1.903807615230460826e+00,3.880585334196684499e+00
1.923847695390781487e+00,7.439935944910715193e+00
1.943887775551102148e+00,7.409886095461983402e+00
1.963927855711422810e+00,6.938082624707766932e+00
1.983967935871743471e+00,6.498761604993193330e+00
2.004008016032063910e+00,4.177274547963299334e+00
2.024048096192384794e+00,6.206805546854051059e+00
2.044088176352705233e+00,6.402747319651871827e+00
2.064128256513026116e+00,5.523701974582814422e+00
2.084168336673346555e+00,6.845765250014674841e+00
2.104208416833667439e+00,8.016518547296412223e+00
2.124248496993987878e+00,1.102086879640903661e+01
2.144288577154308317e+00,7.637732779972294495e+00
2.164328657314629201e+00,7.843758096074787467e+00
2.184368737474949640e+00,7.219845643417564851e+00
2.204408817635270523e+00,3.571275204672458070e+00
