-1.000000000000000000e+00,2.778532642594924162e-01
-9.949899799599198902e-01,6.176152232752671889e-01
-9.899799599198396693e-01,-3.305847159229952648e-01
-9.849699398797595595e-01,3.014841785222755477e-01
-9.799599198396793387e-01,-1.957162832116324247e-02
-9.749498997995992289e-01,7.193842873156552908e-02
-9.699398797595190080e-01,8.224714342968184044e-02
-9.649298597194388982e-01,4.209887717285937248e-02
-9.599198396793586774e-01,3.566319561807519967e-01
-9.549098196392785676e-01,1.330253537978651757e-01
-9.498997995991984578e-01,5.031448348678810856e-01
-9.448897795591182369e-01,4.461030742922701409e-01
-9.398797595190381271e-01,4.281329069166598944e-01
-9.348697394789579063e-01,2.656738309098137241e-01
-9.298597194388777964e-01,4.025265633755491512e-01
-9.248496993987975756e-01,8.392863468985185538e-01
-9.198396793587174658e-01,7.995576244265766297e-01
-9.148296593186372450e-01,3.921382749532192902e-01
-9.098196392785571351e-01,7.508421608787951840e-01
-9.048096192384769143e-01,9.816177478973212578e-01
-8.997995991983968045e-01,2.900669003533312695e-01
-8.947895791583166947e-01,9.881172913592382034e-01
-8.897795591182364738e-01,6.600828050243712219e-01
-8.847695390781563640e-01,1.063356189763299930e+00
-8.797595190380761432e-01,6.960573961511778984e-01
-8.747494989979960334e-01,4.159868374402618807e-01
-8.697394789579158125e-01,5.011686380307391886e-01
-8.647294589178357027e-01,1.035406072880142636e+00
-8.597194388777554819e-01,1.130021551358844301e+00
-8.547094188376753721e-01,8.115146271148876433e-01
-8.496993987975951512e-01,1.304678312297502307e+00
-8.446893787575150414e-01,6.445271419684734937e-01
-8.396793587174349316e-01,1.152638848519318859e+00
-8.346693386773547108e-01,8.382399487802389970e-01
-8.296593186372744899e-01,1.034683678264238793e+00
-8.246492985971943801e-01,1.272756720261992047e+00
-8.196392785571142703e-01,1.028333786251414805e+00
-8.146292585170340494e-01,1.198634978239646376e+00
-8.096192384769539396e-01,1.643061536675289647e+00
-8.046092184368737188e-01,1.194911368626232928e+00
-7.995991983967936090e-01,1.645129897074626868e+00
-7.945891783567133881e-01,1.081596493828345773e+00
-7.895791583166332783e-01,1.605183837116245460e+00
-7.845691382765531685e-01,1.904099684074051169e+00
-7.795591182364729477e-01,7.551794167714526163e-01
-7.745490981963927268e-01,1.282309628762547726e+00
-7.695390781563126170e-01,1.718871607739135499e+00
-7.645290581162325072e-01,1.508878940908483290e+00
-7.595190380761522864e-01,1.704854168012728710e+00
-7.545090180360721765e-01,1.435712342797812680e+00
-7.494989979959920667e-01,1.665966295362715233e+00
-7.444889779559118459e-01,1.616055883231212409e+00
-7.394789579158316251e-01,2.035555811752731703e+00
-7.344689378757515152e-01,1.783706184301718789e+00
-7.294589178356714054e-01,1.830520164706905817e+00
-7.244488977955911846e-01,1.627240450274770378e+00
-7.194388777555109638e-01,1.625794573559559808e+00
-7.144288577154308539e-01,1.663294544365789385e+00
