1.674825822590697566e+00,7.163233880626822980e+00,2.190688091018577754e+00,7.308156202701499016e-01,6.483180074520955571e+00,8.235398290314565273e+00
1.045678403344002527e+00,7.208433599867336561e-01,3.672136250082114195e-01,6.223432646172461169e+00,7.410542257486707474e-01,3.348645528980632946e+01
6.364302495436366947e+00,7.125672776525859842e-01,1.080257541306913760e+00,9.811778367622945751e+00,3.754689284665003512e+00,5.371676465888917562e+01
7.064757264869011344e+00,1.210847523488745026e-01,3.388606493387515961e+00,1.901076497837276280e+00,8.038145451934466834e+00,-9.055029841018615855e-01
3.158614482564203740e-01,9.565013982994800656e+00,8.025856795798128829e+00,7.925951162883833057e+00,4.334722327556344013e+00,6.063363490963622837e+01
9.362122462436898829e+00,7.375083594590069680e+00,5.720486433693007911e+00,9.078987937796194174e+00,9.971823539029504246e+00,5.887868989973346601e+01
5.197128365147241080e-01,3.532514085020641570e+00,5.126677259564163869e+00,9.437015928202207249e+00,5.590592849466021974e+00,4.079799253473164100e+01
5.412963353010704637e+00,2.965355812876552477e+00,2.934888232081216408e+00,9.601356044054472960e+00,3.211621526359534684e+00,5.784058388032642739e+01
7.090605194509164377e+00,3.497032297458495531e+00,9.317537194328163963e+00,5.214596387214719186e+00,2.201113259047531301e+00,4.797350697064560876e+01
8.709691237460855717e+00,7.746535311811818758e+00,3.970150412371916460e+00,9.773079079915037326e+00,3.505205342861618334e+00,8.476921830221382947e+01
7.140869321324277763e+00,6.613706110704144159e+00,8.709276679577149238e-01,7.573102071344388619e+00,3.725332737595508092e+00,6.236093920174278082e+01
8.017280830697918859e+00,1.851955678674679362e+00,6.170665161178012781e+00,1.616714362369618962e+00,6.871367772396097529e-01,2.802695961993836704e+01
3.394501925428060396e+00,1.741093353340843475e+00,1.138383934766014072e+00,4.769001064679700086e+00,3.695741994267731645e+00,2.631132779769223617e+01
8.148251137465122085e+00,9.839564971339731514e-01,3.452231428016920844e+00,7.183311753720039938e+00,4.642385197392249196e+00,3.986928267888734467e+01
8.011484638467514241e-01,6.603027197013381588e+00,5.074119387178088303e+00,2.473403158190833118e+00,7.227377522388046316e+00,1.679870354388686238e+01
8.948166560605276487e+00,7.643726622217359434e+00,8.742225246851758058e+00,6.406151835488874013e+00,6.567294847216079923e+00,5.658525094344889084e+01
5.475923761537362822e+00,2.650464283250040243e+00,4.935465803401186236e+00,6.666004790466192098e+00,7.087656552291542233e+00,3.325075519250342637e+01
8.172977699624937031e+00,2.094496103091281203e-01,7.022587660316642832e+00,1.626997438085658887e+00,8.363681876857098629e-02,3.102126808954253789e+01
4.523182845183001177e+00,8.217166747642734581e-01,9.928168389990704057e+00,5.650853124527563054e+00,2.176673995805360473e+00,3.562551640770741557e+01
6.435776951965249459e+00,9.678600348450304480e+00,1.314891198979816211e+00,7.716269109786076719e+00,6.616842883998565128e+00,5.850138107548004029e+01
5.264026609361131648e+00,2.954447774774202617e+00,2.747315255195195149e+00,4.988956645359419184e+00,4.839893681797471814e+00,3.002295769935513903e+01
7.315895217553318730e+00,7.692231478381335918e+00,3.945760755976464029e+00,1.210311677610742542e-01,5.313475668345946090e-02,4.220387451903250309e+01
8.162998203058957625e-01,6.246635688542637510e+00,4.218281785388313665e+00,9.038469079292177355e-02,8.044946424318222711e+00,-4.239960371009887652e+00
6.035208399056379847e-01,3.819396396528959237e+00,4.110210752655457433e+00,3.570293439700122029e+00,7.728095732903374149e+00,3.723205049295235547e+00
2.471032340101464442e+00,2.056872621955551317e+00,9.076110025565549577e+00,9.261940684317819361e+00,5.484191629935626366e+00,4.460554837381658189e+01
1.595446801131883419e+00,1.213864181594064284e+00,7.140326444668564143e+00,2.286767796036087930e+00,6.646332577627211968e-01,2.094607017609435928e+01
8.717835665922017085e+00,6.150129680388666031e+00,6.079052140907037938e+00,6.343636888716871702e+00,7.665150495325846691e+00,5.004884290054802420e+01
2.192139873580443155e+00,7.746337806377879609e+00,3.093727178627820873e+00,2.220758706933205762e+00,5.837135877313639476e+00,2.183621993416274520e+01
9.758652558191313275e+00,6.439042535411307000e+00,8.237903842212947580e+00,3.216699896595486052e+00,7.819599771579591518e+00,3.475523159772966864e+01
3.368957917711068450e+00,5.303021332491582918e+00,9.550605114849888722e+00,8.480420896014839727e+00,7.517469923958404188e+00,4.957977856703230657e+01
1.821179156886992834e+00,4.195122343163626422e-01,8.211982825502264660e+00,7.288614422699469131e+00,8.030020719578370603e+00,1.762041298484559704e+01
7.896985071424791336e+00,9.684887775943838761e+00,1.565105191472904167e-02,9.539927731321062865e-01,5.180080664046248451e+00,3.330913931979422671e+01
6.587077755008761137e+00,7.987141916545745346e+00,6.364013701834069892e+00,4.287020209864335740e+00,1.403245181935149910e+00,5.792380139393813465e+01
4.981957164531389814e+00,2.928220367009647163e+00,5.113538144210072467e-01,2.916976364526446819e-01,6.711574733796886960e+00,1.226453760744854460e+00
5.553635509376312562e+00,9.799703293588507336e+00,2.576072203337218536e+00,4.808901466030089722e+00,6.204737850519705944e+00,4.620509739339632915e+01
7.192017782722638586e+00,6.018815896363221007e+00,5.952470034777168628e-01,6.624340117010680373e+00,7.422531871990871721e+00,4.366109374876627669e+01
2.284547413312987274e+00,5.824226582072464353e+00,6.037954529493877232e+00,1.185026235981515574e+00,1.698810060507353059e+00,2.091279812914984859e+01
9.963339160567418418e+00,7.480731794295321535e+00,6.865899134926067404e+00,2.888849389091656672e+00,1.949751999002892200e+00,5.308031739526574455e+01
9.747931621467831320e+00,8.117697880901374674e+00,1.144876380659051174e+00,3.978366255021569486e+00,8.904095172193285279e+00,3.850795825960624086e+01
6.503256863469369264e+00,6.564786073315026727e+00,3.838388830449794842e+00,9.195310246560497447e+00,7.499777984520708429e+00,5.613269557283972233e+01
1.995424509291451320e+00,1.280957463662000251e+00,4.562365089555420639e+00,9.932550154229639716e+00,9.082284887003229557e+00,3.264876850766431460e+01
6.802282424312913633e+00,3.382675059944983964e+00,3.690530217609166108e+00,4.491129899561585592e-01,7.587153211639207306e+00,5.975705453733930028e+00
7.219840897917584321e-01,9.280836403260497747e+00,1.210250004851930461e+00,7.610079234953920135e+00,5.971553059903018656e+00,4.934224098513600154e+01
3.065250220580606477e-01,2.246156118438519478e+00,4.189477901874754551e+00,3.717240664023432117e+00,6.541327370278736453e+00,8.749406101643149469e+00
2.576828885112136813e+00,3.721670238375133444e+00,7.511780478084181034e+00,3.924581862294800327e+00,8.891279239400098788e+00,1.109816518709624766e+01
4.626229567393163045e+00,4.320768829441959724e+00,7.100766453325546568e-01,7.542649733470226714e+00,5.788067545119405466e+00,4.250562741837929792e+01
8.682725054083805460e+00,4.394049896944522082e+00,8.018001408190345014e-01,9.184264321454087110e+00,6.323913243283874053e+00,5.911851408600794855e+01
7.271690697663080627e+00,6.129395824945254923e+00,3.547712918359842149e+00,9.509285945025483855e+00,1.564767160036005800e+00,7.787149949629811374e+01
7.427065211999810401e+00,9.430758377447075347e+00,9.417257116189251320e+00,5.771225860383207618e+00,4.739212201161027593e+00,6.132046427374055497e+01
4.254933344480753554e+00,2.406927118325049797e+00,6.685726467229140546e+00,3.571211593005028107e+00,7.163971119580989644e+00,1.588608869241497956e+01
3.459349925469629383e+00,1.215013763009180625e+00,6.786699566725648225e+00,7.875490858587792076e+00,2.709426983163654157e+00,4.663548384805086044e+01
3.710387629846026769e+00,1.974704898599373148e+00,3.619199908378649688e+00,2.510013832623002372e+00,2.022541805245348989e+00,1.753705109990350763e+01
9.876495637360578783e+00,8.869249002092695733e+00,5.936607912085384520e+00,5.640740288335177155e+00,3.138268082244155543e+00,7.043608756189713915e+01
4.010919141248248110e-01,6.458108126552060568e+00,1.013118402774337845e-01,3.585784615248731377e+00,2.415006279928334720e+00,3.023855888714104978e+01
8.670314961224486083e+00,2.859067892391601085e+00,6.360960464095422040e+00,6.566310737078761228e+00,2.149126370363958483e+00,5.633346827245387090e+01
5.786754085723933905e+00,8.159469389686172747e+00,9.132869475762367628e+00,2.403989128935068997e+00,4.248508428680869642e+00,4.228726528431076304e+01
4.386154191895904830e+00,8.613699963634360302e+00,6.125734683448191831e+00,1.915929457348257703e+00,9.078385138835340484e+00,1.727742009219331365e+01
7.252576604151364847e+00,8.465143386902781231e+00,8.736985934663451303e+00,9.182390866754371217e+00,5.070596467387183282e+00,7.355035926309803074e+01
4.866689414247028722e+00,9.189265336395544992e+00,7.239730554660938289e+00,1.018036829495369000e+00,1.879203808153230293e+00,3.979651544627690640e+01
8.734232380816605357e+00,2.522410201733615853e+00,1.205584164036902495e+00,5.059579077349316556e+00,7.697166938087407484e-01,4.705972571192400977e+01
9.007018640112585572e+00,7.550419287462783124e+00,9.024533072858417881e+00,2.208527829630089201e+00,6.961561451379251864e+00,3.880538962472903108e+01
4.217209268734554151e+00,4.605394972741399862e+00,6.644384435577488368e-01,3.892996332566744933e-01,3.827987644363878061e+00,1.133181372301033640e+01
2.768277972350515981e+00,8.419985528900614469e+00,5.339674725477637551e+00,3.601881829142639102e-01,8.218309465853593565e+00,9.501268852178499813e+00
5.923503285933621854e+00,7.284906771616132204e+00,1.421371237934576648e+00,1.752217721058273447e+00,6.595107686407701841e+00,2.379695611495714758e+01
9.123633456166910349e+00,7.764474464997245917e+00,1.170661073090406568e-01,8.667703545060001957e+00,7.962414505413685006e+00,5.864619851788685168e+01
2.106621890056665780e+00,6.561618376810715247e+00,4.220342601276390049e+00,2.824787439770266584e+00,2.719460394184487484e+00,3.118246480396901887e+01
6.229665835634827786e+00,1.774287694697068707e+00,2.950407076541562645e+00,9.504591705752957864e+00,6.923589224610581461e+00,4.664449567106505157e+01
6.315602200925205523e+00,5.450269188969382839e+00,4.860004937976030170e+00,5.816222929891935678e+00,2.640619846937187987e+00,5.190554873762966537e+01
7.331130224152810015e+00,9.846697395245081808e+00,5.771998867345508266e+00,4.366141897687660922e+00,9.390684794502915267e+00,4.056023345484327791e+01
1.315676851272598036e+00,9.373880664971188992e+00,4.373907230894735765e-01,5.800888346694545561e+00,6.363742815333743863e+00,3.982624012157825177e+01
7.158249646820885381e+00,4.317373579701166975e-01,1.230032951237456373e+00,5.166983852262677424e+00,3.245118001753421133e+00,2.929735248086243971e+01
9.090325206656409307e+00,1.648148157294371252e+00,5.586423964504253270e+00,7.587762537573251365e+00,2.695118622922726637e+00,5.641495010922461262e+01
1.796831088702419699e+00,1.317287734545619093e+00,3.431673531726582294e+00,2.824960659728522394e+00,1.909265850716435065e+00,2.116823403669277681e+01
2.375433249238776412e+00,7.259799099852955351e+00,7.291734875494480406e+00,3.530503916003024045e+00,6.946409588937277668e+00,2.702622531055382638e+01
9.713950940416395952e+00,8.177853298569450757e+00,6.522916485919396656e+00,8.940943025332506622e+00,2.187156129979273000e+00,8.581669499072064866e+01
1.809769527094897690e+00,2.135113663106719351e+00,8.456043629899067327e+00,9.464565131504054207e+00,5.953032659274891003e+00,4.510207504838879800e+01
8.543850933695791738e+00,5.058526929518290416e+00,6.924928266692252699e+00,8.925582274864744647e+00,2.646350269253573195e+00,6.987594636276217841e+01
4.922778564480347896e+00,8.407030280112000042e+00,4.299310773901481753e+00,4.194479939573136029e+00,6.619689447938686300e+00,4.173466402655626695e+01
2.472310744031770646e+00,7.328015447662505899e+00,6.729666223944324344e+00,7.803655030068816778e+00,8.149397285405392211e+00,4.526824182999672530e+01
8.707499012725113730e+00,5.422372054918483286e+00,2.753811742554185038e+00,4.763357333010987738e+00,7.780252431446531780e+00,3.879876323037633767e+01
4.453052550026654899e+00,5.903476904587728669e+00,3.063134987782127006e+00,4.975398521461022128e+00,7.608513309307816996e+00,2.873348999604123932e+01
5.148173539296902135e+00,5.083605469162799650e+00,7.889851599207933219e+00,2.046801090572839321e+00,1.877224056922520701e+00,3.773054641289844824e+01
3.592333693997656674e+00,2.975484513188205504e+00,4.464195164015821504e+00,5.911303032585164985e+00,8.838494698451870857e-01,4.679849625102767163e+01
5.929508514349274506e+00,5.650219928590161089e+00,7.983803405183524937e+00,1.861358977533479342e+00,6.989488284873855761e+00,2.224598872181135079e+01
